bedrijf,domein,domein_bron,functie,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm
VIPS PMS,vipspms.com,geraden en bevestigd,Customer Success &amp; Accountmanager VIPS PMS,2026-08-27,Nieuwegein,1,nee,https://nl.linkedin.com/jobs/view/customer-success-accountmanager-vips-pms-at-vips-pms-4458962293,customer happiness
Virtual Assistant Team,virtualassistantteam.com.au,geraden en bevestigd,Digital Marketer with Click Funnels,2025-04-03,Est,1,nee,https://nl.linkedin.com/jobs/view/digital-marketer-with-click-funnels-at-virtual-assistant-team-4197787540,webcare medewerker
Voetencentrum Wender,voetencentrumnoordwijk.nl,geraden en bevestigd,Medewerker Servicedesk,2026-09-09,Hengelo,1,nee,https://nl.linkedin.com/jobs/view/medewerker-servicedesk-at-voetencentrum-wender-4465058771,webcare medewerker
VolkerWessels Infra Digital,volkerwessels.com,geraden en bevestigd,Servicedeskmedewerker,2026-07-08,Vianen,1,nee,https://nl.linkedin.com/jobs/view/servicedeskmedewerker-at-volkerwessels-infra-digital-4437066756,webcare medewerker
Vondel Hotels,vondelhotels.com,geraden en bevestigd,Medewerker Bediening,2026-06-04,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/medewerker-bediening-at-vondel-hotels-4423376761,webcare medewerker
Voordeeluitjes,voordeeluitjes.nl,geraden en bevestigd,Klantenservicemedewerker Voordeeluitjes.nl,2026-07-21,Deventer,1,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-voordeeluitjes-nl-at-voordeeluitjes-nl-4442996961,klantenservice medewerker
Vulpes Goods,vulpesgoods.com,geraden en bevestigd,Customer Experience Specialist,2026-08-25,Bunnik,1,ja,https://nl.linkedin.com/jobs/view/customer-experience-specialist-at-vulpes-goods-4458599796,customer happiness
Waldom,waldom.com,geraden en bevestigd,Customer Experience Specialist - German Speaking,2026-09-21,Amsterdam Area,2,nee,https://nl.linkedin.com/jobs/view/customer-experience-specialist-german-speaking-at-waldom-4467556585,customer happiness
Walraven Nederland,walraven.com,geraden en bevestigd,Medewerker Internal Sales,2026-09-01,Mijdrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-internal-sales-at-walraven-nederland-4461743440,orderverwerking medewerker
waterdrop®,waterdrop.nl,geraden en bevestigd,Sales Assistant - Hydrista (w/m/d),2026-08-28,Roermond,1,nee,https://nl.linkedin.com/jobs/view/sales-assistant-hydrista-w-m-d-at-waterdrop%C2%AE-4455346916,webshop medewerker
WebElephant,webelephant.nl,geraden en bevestigd,Open sollicitatie,2025-05-24,Breda,1,nee,https://nl.linkedin.com/jobs/view/open-sollicitatie-at-webelephant-4234647037,webshop medewerker
Webgrade,webgrade.nl,geraden en bevestigd,WordPress Developer,2026-08-12,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/wordpress-developer-at-webgrade-4450196396,webcare medewerker
Webstijl B.V.,webstijl.nl,geraden en bevestigd,Traineeship/junior medewerker online marketing bij Webstijl,2026-07-03,Alphen aan den Rijn,1,nee,https://nl.linkedin.com/jobs/view/traineeship-junior-medewerker-online-marketing-bij-webstijl-at-webstijl-b-v-4436904592,webcare medewerker
Weeztix,weeztix.com,geraden en bevestigd,Customer Succes Manager Cashless,2026-08-19,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-succes-manager-cashless-at-weeztix-4456157968,customer happiness
Weight Doctors,weight-doctors.nl,geraden en bevestigd,Patiënten Coördinator / Receptioniste / Medisch Assistent(e),2026-09-18,Waalre,1,nee,https://nl.linkedin.com/jobs/view/pati%C3%ABnten-co%C3%B6rdinator-receptioniste-medisch-assistent-e-at-weight-doctors-4466633992,webcare medewerker
Welcom Noordwijk,welcombij.nl,geraden en bevestigd,Verkoopadviseur Welcom bij Kivits Venray,2026-08-05,Venray,1,nee,https://nl.linkedin.com/jobs/view/verkoopadviseur-welcom-bij-kivits-venray-at-welcom-noordwijk-4449436068,klantadviseur
Werken bij Technische Unie,technischeunie.nl,geraden en bevestigd,Search and Merchandise E-commerce Specialist,2026-09-18,Amstelveen,12,nee,https://nl.linkedin.com/jobs/view/search-and-merchandise-e-commerce-specialist-at-werken-bij-technische-unie-4459841269,e-commerce medewerker
Werken in Gelderland,werkeningelderland.nl,geraden en bevestigd,Web- en contentspecialist,2026-09-17,Zwolle,2,nee,https://nl.linkedin.com/jobs/view/web-en-contentspecialist-at-werken-in-gelderland-4467543315,webcare medewerker
WestCord Hotels,westcordhotels.nl,geraden en bevestigd,Medewerker Bediening Fulltime,2026-09-14,Groningen,6,nee,https://nl.linkedin.com/jobs/view/medewerker-bediening-fulltime-at-westcord-hotels-4464799747,webcare medewerker
Whitevision,whitevision.com,geraden en bevestigd,"Service Medewerker, €3.000 - €3.500 | Rotterdam/Zoetermeer",2026-08-06,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/service-medewerker-%E2%82%AC3-000-%E2%82%AC3-500-rotterdam-zoetermeer-at-whitevision-4448820634,webcare medewerker
wienerberger Nederland,wienerberger.nl,geraden en bevestigd,Medewerker Binnendienst | Customer Service | 32 tot 40 uur | Elst,2026-09-10,Elst,1,nee,https://nl.linkedin.com/jobs/view/medewerker-binnendienst-customer-service-32-tot-40-uur-elst-at-wienerberger-nederland-4463477410,orderverwerking medewerker
WilroffReitsma,wilroffreitsma.nl,geraden en bevestigd,Commercieel Medewerker Binnendienst,2026-09-10,Halfweg,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-at-wilroffreitsma-4464520981,orderverwerking medewerker
WINSEARCH Netherlands,winsearch.nl,geraden en bevestigd,Commercieel medewerker,2026-09-14,Zwaag,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-at-winsearch-netherlands-4464786207,orderverwerking medewerker
Woertman Nederland B.V.,woertman.nl,geraden en bevestigd,Backoffice &amp; Operations Coördinator,2026-09-10,Nieuwegein,1,nee,https://nl.linkedin.com/jobs/view/backoffice-operations-co%C3%B6rdinator-at-woertman-nederland-b-v-4464095561,orderverwerking medewerker
Woonstad Rotterdam,woonstadrotterdam.nl,geraden en bevestigd,Klantadviseur,2026-09-21,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/klantadviseur-at-woonstad-rotterdam-4372858831,klantadviseur
Workiva,workiva.com,geraden en bevestigd,Customer Success Manager - German Speaking,2026-09-14,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-german-speaking-at-workiva-4465763814,customer happiness
Workodo,workodo.com,geraden en bevestigd,Support medewerker,2026-07-22,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/support-medewerker-at-workodo-4443413393,support medewerker webshop
WorkplaceBuddy,workplacebuddy.com,geraden en bevestigd,Customer Success Manager (Dutch speaking),2026-09-21,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-dutch-speaking-at-workplacebuddy-4469867784,customer happiness
WP Masters,wpmasters.nl,geraden en bevestigd,SEO Specialist (junior),2026-08-05,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/seo-specialist-junior-at-wp-masters-4448906732,webcare medewerker
WP SEO AI,wpseoai.com,geraden en bevestigd,Wordpress Developer (German/Dutch Speaking),2026-08-31,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/wordpress-developer-german-dutch-speaking-at-wp-seo-ai-4461201969,webcare medewerker
X2O Badkamers Nederland,x2o.nl,geraden en bevestigd,Showroom Adviseur (Zaandam),2026-07-23,Zaandam,1,nee,https://nl.linkedin.com/jobs/view/showroom-adviseur-zaandam-at-x2o-badkamers-nederland-4444403974,klantadviseur
Xeltis,xeltis.com,geraden en bevestigd,Customer Service Specialist,2026-08-18,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-xeltis-4454901454,customer service
Yex B.V.,yex.nl,geraden en bevestigd,Commercial Support Medewerker,2025-08-14,Naaldwijk,1,nee,https://nl.linkedin.com/jobs/view/commercial-support-medewerker-at-yex-b-v-4282866294,orderverwerking medewerker
You Sure,yousure.nl,geraden en bevestigd,Customer Support Medewerker,2026-09-20,Hoofddorp,2,nee,https://nl.linkedin.com/jobs/view/customer-support-medewerker-at-you-sure-4372512433,klantenservice medewerker
Zelesta,zelesta.nl,geraden en bevestigd,E-commerce Specialist,2026-09-21,Soesterberg,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-specialist-at-zelesta-4469874193,webcare medewerker
ZENGGI,zenggi.com,geraden en bevestigd,Digital Marketing Growth Specialist,2026-08-29,Amsterdam,1,ja,https://nl.linkedin.com/jobs/view/digital-marketing-growth-specialist-at-zenggi-4460856187,e-commerce medewerker
Zimmer Biomet,zimmerbiomet.com,geraden en bevestigd,Customer Experience - Local Strategic Partner,2026-09-10,Breda,1,nee,https://nl.linkedin.com/jobs/view/customer-experience-local-strategic-partner-at-zimmer-biomet-4454995782,customer happiness
Zimmermann,zimmermann.nl,geraden en bevestigd,Client Advisor - Opening in Amsterdam - December 2026,2026-09-08,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/client-advisor-opening-in-amsterdam-december-2026-at-zimmermann-4452396516,klantadviseur
Zitmaxx Wonen,zitmaxx.nl,geraden en bevestigd,Photoshopper / Beeldbewerker,2026-09-15,Ter Aar,5,nee,https://nl.linkedin.com/jobs/view/photoshopper-beeldbewerker-at-zitmaxx-wonen-4467778899,webshop medewerker
Zonneplan,zonneplan.nl,geraden en bevestigd,Customer Support Specialist,2026-09-15,Zwolle,2,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-zonneplan-4324809529,klantenservice medewerker
Zorg en Zekerheid,zorgenzekerheid.nl,geraden en bevestigd,Senior (Lead) Front-end Developer,2026-08-31,Leiden,1,nee,https://nl.linkedin.com/jobs/view/senior-lead-front-end-developer-at-zorg-en-zekerheid-4460030095,webcare medewerker
Zorg+Welzijn,zorgwelzijn.nl,geraden en bevestigd,Huiskamer medewerker | PG,2026-07-24,Hilversum,1,nee,https://nl.linkedin.com/jobs/view/huiskamer-medewerker-pg-at-zorg%2Bwelzijn-4444975815,webcare medewerker
ZwolleDoet!,zwolledoet.nl,geraden en bevestigd,Webredacteur voor IVN Zwolle,2026-09-13,Zwolle,2,nee,https://nl.linkedin.com/jobs/view/webredacteur-voor-ivn-zwolle-at-zwolledoet%21-4466765993,webcare medewerker
A.P. Moller - Maersk,,domein niet gevonden,Service Delivery Manager,2026-09-10,Rotterdam,2,nee,https://nl.linkedin.com/jobs/view/service-delivery-manager-at-a-p-moller-maersk-4465629892,customer happiness
Aareon NL,,domein niet gevonden,Klantencoach,2026-08-31,Oosterhout,1,nee,https://nl.linkedin.com/jobs/view/klantencoach-at-aareon-nl-4461233108,customer happiness
adidas,,domein niet gevonden,Sales Consultant - Rotterdam,2026-09-04,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/sales-consultant-rotterdam-at-adidas-4441513187,klantadviseur
AgruniekRijnvallei,,domein niet gevonden,Vacature: Medewerker Verkoopadministratie en Masterdatabeheer - Wageningen,2026-07-09,Wageningen,1,nee,https://nl.linkedin.com/jobs/view/vacature-medewerker-verkoopadministratie-en-masterdatabeheer-wageningen-at-agruniekrijnvallei-4438629880,orderverwerking medewerker
Allianz Trade in Nederland,,domein niet gevonden,CUSTOMER LINE OFFICER,2026-09-17,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/customer-line-officer-at-allianz-trade-in-the-netherlands-4468675649,klantenservice medewerker
Amazon,,domein niet gevonden,"Selling Partner Support Associate — Korean Speaker, Selling Partner Support",2026-09-18,Middelburg,1,nee,https://nl.linkedin.com/jobs/view/selling-partner-support-associate-%E2%80%94-korean-speaker-selling-partner-support-at-amazon-4469141601,customer happiness
Aquaculture Stewardship Council (ASC),,domein niet gevonden,Traceability Coordinator,2026-08-27,Nederland,1,nee,https://nl.linkedin.com/jobs/view/traceability-coordinator-at-aquaculture-stewardship-council-asc-4458652020,webcare medewerker
Arlon Graphics,,domein niet gevonden,Customer Support Specialist EMEA,2026-09-03,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-emea-at-arlon-graphics-4461654441,klantenservice medewerker
Arval BNP Paribas Group,,domein niet gevonden,Accountmanager B2B,2026-09-08,Houten,2,nee,https://nl.linkedin.com/jobs/view/accountmanager-b2b-at-arval-bnp-paribas-group-4463508168,klantadviseur
Ashby,,domein niet gevonden,Mid-Market Customer Success Manager - EMEA,2026-09-18,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/mid-market-customer-success-manager-emea-at-ashby-4468016415,customer happiness
Autobedrijf Bochane,,domein niet gevonden,Junior Service Adviseur,2026-09-12,Harderwijk,1,nee,https://nl.linkedin.com/jobs/view/junior-service-adviseur-at-autobedrijf-bochane-4438306474,klantadviseur
AVH Outdoor Tuinmeubelen,,domein niet gevonden,Verkoopmedewerk(st)er,2026-03-20,Numansdorp,3,nee,https://nl.linkedin.com/jobs/view/verkoopmedewerk-st-er-at-avh-outdoor-tuinmeubelen-4388596338,support medewerker webshop
Axians NL | Data Analytics,,domein niet gevonden,Customer Care Specialist,2026-08-20,Eindhoven,2,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-at-axians-data-ai-4453869579,klantenservice medewerker
Barista-Essentials,,domein niet gevonden,Klantenservice manager I Chef blije thuisbarista's,2026-08-07,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-manager-i-chef-blije-thuisbarista-s-at-barista-essentials-4450737905,customer happiness
BCS HR Software,,domein niet gevonden,Customer Success Manager,2026-07-29,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-bcs-hr-software-4446743358,customer happiness
Bezos.AI,,domein niet gevonden,Graduate Business Operations Associate,2026-07-05,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/graduate-business-operations-associate-at-gonini-formerly-bezos-ai-4437127111,e-commerce medewerker
Bluebird Day. | B Corp,,domein niet gevonden,AI Commerce Front-end Engineer,2026-05-19,Breda,1,nee,https://nl.linkedin.com/jobs/view/ai-commerce-front-end-engineer-at-bluebird-day-4416675385,webshop medewerker
Boels Rental,,domein niet gevonden,Manager Customer Service,2026-09-08,Sittard,1,nee,https://nl.linkedin.com/jobs/view/manager-customer-service-at-boels-rental-4464469303,customer happiness
BoF Careers,,domein niet gevonden,"PRADA Client Advisor, Roermond",2026-09-11,Roermond,2,nee,https://nl.linkedin.com/jobs/view/prada-client-advisor-roermond-at-bof-careers-4464851884,klantadviseur
Bolsius | B Corp™,,domein niet gevonden,Customer Service Specialist (B2B),2026-08-20,Schijndel,1,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-b2b-at-bolsius-b-corp%E2%84%A2-4454107329,customer service
Booston.io,,domein niet gevonden,Cleanroom Medewerker 2-ploegen (Bergeijk) | NL or ENG,2026-09-21,Bergeyk,3,nee,https://nl.linkedin.com/jobs/view/cleanroom-medewerker-2-ploegen-bergeijk-nl-or-eng-at-booston-io-4468736436,webcare medewerker
Breville | Sage,,domein niet gevonden,Beanz EU Co-ordinator,2026-08-26,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/beanz-eu-co-ordinator-at-breville-sage-4459164905,e-commerce medewerker
Brink's Solutions Nederland,,domein niet gevonden,Customer Success Agent (32-40 uur),2026-09-08,"Utrecht, Nederland",1,nee,https://nl.linkedin.com/jobs/view/customer-success-agent-32-40-uur-at-brink-s-solutions-nederland-4462295963,customer happiness
Carhartt EMEA/PAC,,domein niet gevonden,Customer Operations Associate,2026-09-07,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-operations-associate-at-carhartt-emea-pac-4461885185,e-commerce medewerker
Cartier,,domein niet gevonden,Client Advisor - Greek and Italian,2026-09-18,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/client-advisor-greek-and-italian-at-cartier-4449738381,customer happiness
Catawiki,,domein niet gevonden,Frontend Engineer,2026-09-21,Randstad,1,nee,https://nl.linkedin.com/jobs/view/frontend-engineer-at-catawiki-4467372028,webcare medewerker
Cato Networks,,domein niet gevonden,Customer Success Manager,2026-08-31,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-cato-networks-4440136307,customer happiness
CCL Solar Benelux,,domein niet gevonden,Logistics Coordinator,2026-09-07,Houten,1,nee,https://nl.linkedin.com/jobs/view/logistics-coordinator-at-ccl-solar-benelux-4464385834,orderverwerking medewerker
CEVA Logistics,,domein niet gevonden,Sales Support Executive,2026-09-22,Nijmegen,2,nee,https://nl.linkedin.com/jobs/view/sales-support-executive-at-ceva-logistics-4468572747,e-commerce medewerker
Channable,,domein niet gevonden,Technical Customer Support Benelux - Dutch speaking,2026-09-18,Utrecht,3,nee,https://nl.linkedin.com/jobs/view/technical-customer-support-benelux-dutch-speaking-at-channable-4458970254,e-commerce medewerker
Check Point Software,,domein niet gevonden,Customer Success Manager,2026-09-21,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-check-point-software-4442515867,customer happiness
Cold Care Group,,domein niet gevonden,Office &amp; Marketing Medewerker,2026-08-13,Apeldoorn,1,nee,https://nl.linkedin.com/jobs/view/office-marketing-medewerker-at-cold-care-group-4454012970,webcare medewerker
Colliers,,domein niet gevonden,Customer Support Specialist,2026-09-08,Nieuwegein,1,nee,https://nl.linkedin.com/jobs/view/customer-support-specialist-at-colliers-4464492902,klantenservice medewerker
Convatec,,domein niet gevonden,Patient Support Specialist - Dutch Speaker,2026-09-08,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/patient-support-specialist-dutch-speaker-at-convatec-4455755288,klantadviseur
Copaco,,domein niet gevonden,Junior Customer Success Medewerker,2026-09-16,Eindhoven,3,nee,https://nl.linkedin.com/jobs/view/junior-customer-success-medewerker-at-copaco-4465979845,customer happiness
Corendon Hotels & Resorts,,domein niet gevonden,Front Office Associate - Residence Inn by Marriott,2026-09-21,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/front-office-associate-residence-inn-by-marriott-at-corendon-hotels-resorts-4469860465,customer service
Daifuku Airport Netherlands,,domein niet gevonden,Medewerker IT Servicedesk,2026-08-04,Hoofddorp,1,nee,https://nl.linkedin.com/jobs/view/medewerker-it-servicedesk-at-daifuku-airport-netherlands-4449010191,webcare medewerker
Dalux,,domein niet gevonden,Customer Success Manager - Rotterdam,2026-09-08,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-rotterdam-at-dalux-4437181382,customer happiness
Dawn Foods Global,,domein niet gevonden,Customer Service Employee,2026-09-08,Vlaardingen,1,nee,https://nl.linkedin.com/jobs/view/customer-service-employee-at-dawn-foods-global-4462503620,klantenservice medewerker
De Mandemakers Groep,,domein niet gevonden,Technisch web analist,2026-09-11,Waalwijk,1,nee,https://nl.linkedin.com/jobs/view/technisch-web-analist-at-de-mandemakers-groep-4466320062,webcare medewerker
DeepHealth,,domein niet gevonden,Technical Support Engineer,2026-06-01,Nederland,1,nee,https://nl.linkedin.com/jobs/view/technical-support-engineer-at-deephealth-4421858266,webcare medewerker
Delta Electronics EMEA,,domein niet gevonden,Logistics Specialist,2026-09-04,Hoofddorp,1,nee,https://nl.linkedin.com/jobs/view/logistics-specialist-at-delta-electronics-emea-4460258045,orderverwerking medewerker
Den Ouden,,domein niet gevonden,Medewerker Customer Service,2026-09-07,Schijndel,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-service-at-den-ouden-groep-4464314677,klantenservice medewerker
DHL Freight,,domein niet gevonden,Customer Service Representative,2026-09-03,Eindhoven,2,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-dhl-freight-4461763311,klantadviseur
"DHOMUS | partner voor keukens, sanitair & tegels",,domein niet gevonden,Senior Medewerker Orderverwerking Keukens,2026-05-08,Waardenburg,1,nee,https://nl.linkedin.com/jobs/view/senior-medewerker-orderverwerking-keukens-at-dhomus-partner-for-kitchens-sanitary-ware-tiles-4422415657,orderverwerking medewerker
Dimplex Consumer Products,,domein niet gevonden,Customer Experience Representative,2026-09-14,Heerenveen,1,nee,https://nl.linkedin.com/jobs/view/customer-experience-representative-at-dimplex-consumer-products-4467074522,klantenservice medewerker
Dirk Rossmann GmbH,,domein niet gevonden,Operativer Einkäufer (m/w/d) eCommerce ROSSMANN-Apotheke B.V.,2026-09-12,Emmen,1,nee,https://nl.linkedin.com/jobs/view/operativer-eink%C3%A4ufer-m-w-d-ecommerce-rossmann-apotheke-b-v-at-dirk-rossmann-gmbh-4457339910,e-commerce medewerker
Dirk van den Broek,,domein niet gevonden,Medewerker Klantenservice en Servicedesk,2026-09-17,Alphen aan den Rijn,1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-en-servicedesk-at-dirk-van-den-broek-4467506639,klantenservice medewerker
DO IT Organic (B Corp™),,domein niet gevonden,Customer Service and Sales Assistant,2026-08-19,Barneveld,2,nee,https://nl.linkedin.com/jobs/view/customer-service-and-sales-assistant-at-do-it-organic-b-corp%E2%84%A2-4455460040,e-commerce medewerker
DotControl,,domein niet gevonden,Medior Front-End Developer,2025-03-17,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/medior-front-end-developer-at-dotcontrol-4184477436,webcare medewerker
DPA Professionals,,domein niet gevonden,"Klantadviseur Banken, Verzekeringen &amp; Pensioenen",2026-09-21,Utrecht,3,nee,https://nl.linkedin.com/jobs/view/klantadviseur-banken-verzekeringen-pensioenen-at-dpa-professionals-4460039157,klantadviseur
Dripps.ai,,domein niet gevonden,Customer Success Manager,2026-07-21,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-dripps-ai-4442680636,customer happiness
dsm-firmenich,,domein niet gevonden,"Lead Expert, Regional Customer Experience, ISOL",2026-09-17,Delft,1,nee,https://nl.linkedin.com/jobs/view/lead-expert-regional-customer-experience-isol-at-dsm-firmenich-4466262477,customer happiness
DSV - Global Transport and Logistics,,domein niet gevonden,Customer Service Representative,2026-09-21,Venlo,5,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-dsv-global-transport-and-logistics-4459798043,klantenservice medewerker
dutchtel het enige transparante telecom bedrijf van Nederland,,domein niet gevonden,Klant adviseur Telecom,2026-08-09,Breukelen,1,nee,https://nl.linkedin.com/jobs/view/klant-adviseur-telecom-at-dutchtel-4451324370,klantadviseur
E-WISE Nederland,,domein niet gevonden,Commercieel Medewerker Binnendienst (Inside Sales),2026-03-10,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-inside-sales-at-e-wise-nederland-4382027982,e-commerce medewerker
efficy CRM,,domein niet gevonden,Customer Care Officer (Dutch speaker),2026-09-10,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-care-officer-dutch-speaker-at-efficy-crm-4463431909,klantenservice medewerker
efficy Group,,domein niet gevonden,Customer Care Officer (Dutch speaker),2026-09-07,Utrecht,2,nee,https://nl.linkedin.com/jobs/view/customer-care-officer-dutch-speaker-at-efficy-group-4452436527,klantenservice medewerker
Efulfilment Europe,,domein niet gevonden,Online Marketeer,2026-09-10,Almere,3,nee,https://nl.linkedin.com/jobs/view/online-marketeer-at-efulfilment-europe-4463494033,e-commerce medewerker
Ekco,,domein niet gevonden,Support Engineer,2026-07-24,Veenendaal,1,nee,https://nl.linkedin.com/jobs/view/support-engineer-at-ekco-4454901763,webcare medewerker
Energie VanOns,,domein niet gevonden,Medewerker klantenservice,2026-09-17,"Groningen, Nederland",1,nee,https://nl.linkedin.com/jobs/view/medewerker-klantenservice-at-energie-vanons-4468636614,klantenservice medewerker
ennovationHUB,,domein niet gevonden,Senior Google Ads Specialist | International E-commerce | Remote ASAP,2026-09-18,Nederland,1,nee,https://nl.linkedin.com/jobs/view/senior-google-ads-specialist-international-e-commerce-remote-asap-at-ennovationhub-4469156300,e-commerce medewerker
EssilorLuxottica,,domein niet gevonden,Optician - Customer Service Executive,2026-09-05,Zevenaar,1,nee,https://nl.linkedin.com/jobs/view/optician-customer-service-executive-at-essilorluxottica-4294584765,customer service
Everflow - Partner Marketing Platform,,domein niet gevonden,"Customer Success Manager, Support - EU",2026-09-09,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-support-eu-at-everflow-partner-marketing-platform-4465016580,customer happiness
Evoke,,domein niet gevonden,Customer Service Specialist,2026-09-18,Geleen,1,nee,https://nl.linkedin.com/jobs/view/customer-service-specialist-at-evoke-4467898800,orderverwerking medewerker
Figo Pet Nederland,,domein niet gevonden,Conseiller(ère) clientèle,2026-09-16,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/conseiller-%C3%A8re-client%C3%A8le-at-figo-pet-nederland-4466866292,klantadviseur
Fleetport.nl,,domein niet gevonden,Klantenservice medewerker (Pooldesk),2026-07-30,Bleiswijk,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-pooldesk-at-fleetport-nl-4446464750,klantenservice medewerker
FOOX Bergsma Franeker BV,,domein niet gevonden,Binnendienst Medewerker Webshop Foods &amp; Goods - (fulltime),2026-09-17,Franeker,1,nee,https://nl.linkedin.com/jobs/view/binnendienst-medewerker-webshop-foods-goods-fulltime-at-foox-bergsma-franeker-bv-4468637112,webcare medewerker
Fortifi Food Processing Solutions,,domein niet gevonden,Customer Service Representative,2026-09-18,Huizen,1,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-fortifi-food-processing-solutions-4466224666,klantenservice medewerker
GAC Motor Europe,,domein niet gevonden,Digital Marketing &amp; Social Media Specialist,2026-08-20,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/digital-marketing-social-media-specialist-at-gac-motor-europe-4455474595,webcare medewerker
Gall & Gall,,domein niet gevonden,Specialist Online Merchandiser,2026-09-11,Zaandam,1,nee,https://nl.linkedin.com/jobs/view/specialist-online-merchandiser-at-gall-gall-4463962737,e-commerce medewerker
Gilde-BT,,domein niet gevonden,ONLINE MARKETEER,2026-09-08,Venlo,1,nee,https://nl.linkedin.com/jobs/view/online-marketeer-at-gilde-bt-4464446931,webcare medewerker
Giorgio Armani,,domein niet gevonden,Client Advisor,2026-09-16,'s-Gravenhage,1,nee,https://nl.linkedin.com/jobs/view/client-advisor-at-giorgio-armani-4442722796,klantadviseur
GUILLIN ESPAÑA,,domein niet gevonden,SERVICEMEDEWERKER - GUILLIN NEDERLAND - BUNSCHOTEN (NETHERLANDS),2026-07-22,Bunschoten,1,nee,https://nl.linkedin.com/jobs/view/servicemedewerker-guillin-nederland-bunschoten-netherlands-at-guillin-espa%C3%B1a-4444214677,orderverwerking medewerker
"GXO Logistics, Inc.",,domein niet gevonden,Customer Service Representative,2026-09-03,Amsterdam Area,2,nee,https://nl.linkedin.com/jobs/view/customer-service-representative-at-gxo-logistics-inc-4460475892,klantenservice medewerker
Hamulight | Outdoor Lighting,,domein niet gevonden,Medewerker operations &amp; commerciële binnendienst,2026-09-08,Panningen,1,nee,https://nl.linkedin.com/jobs/view/medewerker-operations-commerci%C3%ABle-binnendienst-at-hamulight-outdoor-lighting-4464478338,orderverwerking medewerker
Hans Boodt Mannequins,,domein niet gevonden,Customer Support Employee,2026-09-16,Zwijndrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-support-employee-at-hans-boodt-mannequins-4465926563,klantenservice medewerker
Harnham,,domein niet gevonden,Customer success manager - retail experience required,2026-08-27,Randstad,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-retail-experience-required-at-harnham-4416264605,customer happiness
HCI - Health Cloud Initiative,,domein niet gevonden,Customer Service Medewerker,2026-09-09,Haarlem,2,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-health-cloud-initiative-4463836184,klantenservice medewerker
