bedrijf,domein,domein_bron,functie,is_cs,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm
Brunswick Corporation,brunswick.com,geraden en bevestigd,Customer Service Representative,ja,2026-09-04,"Petit-Rechain, Wallonië, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-representative-at-brunswick-corporation-4461155085,klantenservice medewerker
Bruynzeel Keukens,bruynzeelkeukens.nl,geraden en bevestigd,Klantbegeleider Retail,,2026-09-15,Bergen op Zoom,3,nee,https://nl.linkedin.com/jobs/view/klantbegeleider-retail-at-bruynzeel-keukens-4458070511,customer happiness
BTE Nederland B.V.,bte.nl,geraden en bevestigd,Medewerker Verkoop Binnendienst,,2026-09-01,Heumen,1,nee,https://nl.linkedin.com/jobs/view/medewerker-verkoop-binnendienst-at-bte-nederland-b-v-4460632832,orderverwerking medewerker
Bugaboo Group,bugaboo.com,geraden en bevestigd,Growth Content &amp; Product Data Specialist,,2026-09-18,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/growth-content-product-data-specialist-at-bugaboo-group-4466683442,webcare medewerker
Burger Support BV,burgersupport.nl,geraden en bevestigd,Customer Service Medewerker,ja,2026-09-17,Lelystad,5,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-burger-support-bv-4468602778,klantenservice medewerker
BUX,bux.nl,geraden en bevestigd,Customer Support Representative (deutschsprachig),ja,2026-09-08,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-support-representative-deutschsprachig-at-bux-4463286894,klantenservice medewerker
BYZZ,byzz.nl,geraden en bevestigd,Commercieel Medewerker binnendienst (jr),,2026-08-31,Leusden,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-jr-at-byzz-4461066818,orderverwerking medewerker
C Teleport,cteleport.nl,geraden en bevestigd,Marketing Content Specialist,,2026-09-03,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/marketing-content-specialist-at-c-teleport-4461373339,content specialist webshop
Cabau Lifestyle,cabaulifestyle.com,geraden en bevestigd,Social Advertising Specialist,,2026-08-25,Arnhem,2,ja,https://nl.linkedin.com/jobs/view/social-advertising-specialist-at-cabau-lifestyle-4458739034,online marketeer webshop
Cable Partners B.V.,cablepartners.nl,geraden en bevestigd,Ervaren medewerker verkoop binnendienst,,2026-08-04,Roosendaal,1,nee,https://nl.linkedin.com/jobs/view/ervaren-medewerker-verkoop-binnendienst-at-cable-partners-b-v-4448300405,orderverwerking medewerker
Cadmes,cadmes.com,geraden en bevestigd,Senior Customer Care medewerker,ja,2026-09-21,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/senior-customer-care-medewerker-at-cadmes-4366756757,klantadviseur
Camfil Nederland,camfil.com,geraden en bevestigd,E-Commerce &amp; Digital Operations Specialist,,2026-09-22,Ede,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-digital-operations-specialist-at-camfil-nederland-4468577637,e-commerce medewerker
Capgemini,capgemini.com,geraden en bevestigd,Frontend Developer - NL,,2026-06-03,Utrecht,2,nee,https://nl.linkedin.com/jobs/view/frontend-developer-nl-at-capgemini-4418513610,webcare medewerker
Capisoft,capisoft.nl,geraden en bevestigd,Performance &amp; Growth Marketing Trainee,,2026-08-26,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/performance-growth-marketing-trainee-at-capisoft-4459310025,online marketeer webshop
Cardano,cardano.nl,geraden en bevestigd,Digital Marketing Coordinator,,2026-09-04,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/digital-marketing-coordinator-at-cardano-4463379096,webcare medewerker
Cartouche Fashion,cartouchefashion.com,geraden en bevestigd,E-commerce &amp; Social Media Specialist Cartouche Fashion,,2026-09-09,Bodegraven,1,nee,,e-commerce medewerker
CAVALLARO NAPOLI,cavallaronapoli.com,geraden en bevestigd,Online Merchandiser,,2026-09-08,Haarlem,1,nee,https://nl.linkedin.com/jobs/view/online-merchandiser-at-cavallaro-napoli-4452705820,e-commerce medewerker
CDA,cda.nl,geraden en bevestigd,Digital marketeer,,2026-09-18,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/digital-marketeer-at-cda-4251674255,webcare medewerker
Cedrah,cedrah.nl,geraden en bevestigd,Senior medewerker ICT,,2026-08-04,Barendrecht,1,nee,https://nl.linkedin.com/jobs/view/senior-medewerker-ict-at-cedrah-4447372315,webcare medewerker
Cegeka,cegeka.com,geraden en bevestigd,Onsite Support,,2026-09-15,"Utrecht, Nederland",1,nee,https://nl.linkedin.com/jobs/view/onsite-support-at-cegeka-4465913004,webcare medewerker
Cemex B.V.,cemex.com,geraden en bevestigd,Commercieel medewerker,,2026-09-19,Bleiswijk,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-at-cemex-b-v-4464548001,orderverwerking medewerker
CGI Nederland,cgi.com,geraden en bevestigd,On Site Support Specialist - Global Technology Operations,ja,2026-09-05,Schaijk,1,nee,https://nl.linkedin.com/jobs/view/on-site-support-specialist-global-technology-operations-at-cgi-nederland-4445232652,webcare medewerker
Chane,shopswellophonic.com,geraden en bevestigd,IT Service Desk Medewerker,ja,2026-09-04,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/it-service-desk-medewerker-at-chane-4429332633,webcare medewerker
Change,change.nl,geraden en bevestigd,Klantenservice medewerker E-commerce Frans/Vlaams - Change,ja,2026-09-10,Rotterdam,2,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-e-commerce-frans-vlaams-change-at-change-4462959103,e-commerce medewerker
ChannelEngine,channelengine.com,geraden en bevestigd,Implementation Specialist,,2026-08-24,Leiden,1,nee,https://nl.linkedin.com/jobs/view/implementation-specialist-at-channelengine-4455857973,e-commerce medewerker
ChannelMojo,channelmojo.com,geraden en bevestigd,Marketplaces Specialist,,2026-07-27,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/marketplaces-specialist-at-channelmojo-4442829773,e-commerce medewerker
Check Point Software,checkpoint.com,geraden en bevestigd,Customer Success Manager,ja,2026-09-21,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-check-point-software-4442515867,customer happiness
Chefs in het Bos,chefsinhetbos.nl,geraden en bevestigd,Grafisch ontwerper / Creative designer,,2026-09-07,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/grafisch-ontwerper-creative-designer-at-chefs-in-het-bos-4464349543,content specialist webshop
ChipSoft Nederland,chipsoft.com,geraden en bevestigd,Growth Marketeer,,2026-09-15,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/growth-marketeer-at-chipsoft-nederland-4448895867,webcare medewerker
CIMSOLUTIONS,cimsolutions.nl,geraden en bevestigd,Front-end Developer,,2026-09-22,Utrecht Area,1,nee,https://nl.linkedin.com/jobs/view/front-end-developer-at-cimsolutions-4468540428,webcare medewerker
Cleopatra Enterprise,cleopatraenterprise.com,geraden en bevestigd,Content Specialist,,2026-08-25,Zwijndrecht,1,nee,https://nl.linkedin.com/jobs/view/content-specialist-at-cleopatra-enterprise-4444103101,content specialist webshop
Cleve & Zonen,cleve.nl,geraden en bevestigd,Customer Service Medewerker,ja,2026-08-21,Rotterdam,3,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-at-cleve-zonen-4457524926,klantenservice medewerker
Cleverbase,cleverbase.com,geraden en bevestigd,Front Desk Employee,,2026-07-23,Den Haag,3,nee,https://nl.linkedin.com/jobs/view/front-desk-employee-at-cleverbase-4444435854,webcare medewerker
Cloudpillo,cloudpillo.com,geraden en bevestigd,Klantenservice Medewerker - Duits / Engels,ja,2026-09-14,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-duits-engels-at-cloudpillo-4446056309,klantenservice medewerker
ClubCollect,clubcollect.com,geraden en bevestigd,Customer Support Representative,ja,2025-10-26,Assen,1,nee,https://nl.linkedin.com/jobs/view/customer-support-representative-at-clubcollect-4317637159,klantenservice medewerker
Colosseum Dental Benelux,colosseumdental.nl,geraden en bevestigd,Baliemedewerker,,2026-02-24,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/baliemedewerker-at-colosseum-dental-benelux-4376438027,webcare medewerker
Commaxx Group,commaxxgroup.com,geraden en bevestigd,LOGISTIEKE MEDEWERKERS / ORDER PICKERS TWEEPLOEGENDIENST (FULLTIME),ja,2026-08-05,Kerkrade,4,nee,https://nl.linkedin.com/jobs/view/logistieke-medewerkers-order-pickers-tweeploegendienst-fulltime-at-commaxx-group-4449472617,logistiek medewerker webshop
CompuGroup Medical SE & Co. KGaA,cgm.com,geraden en bevestigd,L1 Support Professional,ja,2026-09-02,Echt,1,nee,https://nl.linkedin.com/jobs/view/l1-support-professional-at-compugroup-medical-se-co-kgaa-4415662858,webcare medewerker
Concentrix,concentrix.com,geraden en bevestigd,Klantenservicemedewerker BMW Customer Service - Rijswijk,ja,2026-09-07,Rijswijk,2,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-bmw-customer-service-rijswijk-at-concentrix-4462215965,klantenservice medewerker
Cosmetique Totale BV,cosmetique-totale.com,geraden en bevestigd,Paid Marketeer (Meta &amp; Google Ads),,2026-09-21,Alphen aan den Rijn,1,nee,https://nl.linkedin.com/jobs/view/paid-marketeer-meta-google-ads-at-cosmetique-totale-bv-4469843865,online marketeer webshop
CowManager,cowmanager.nl,geraden en bevestigd,Full stack-ontwikkelaar,,2026-09-18,Harmelen,1,nee,https://nl.linkedin.com/jobs/view/full-stack-ontwikkelaar-at-cowmanager-4467829869,webcare medewerker
CowNect Media B.V.,cownectmedia.com,geraden en bevestigd,CONTENT CREATOR,,2026-08-05,Alkmaar,1,nee,https://nl.linkedin.com/jobs/view/content-creator-at-cownect-media-b-v-4448996366,content specialist webshop
Cqure,cqure.nl,geraden en bevestigd,Junior SOC Analist,,2026-09-18,"Flevoland, Nederland",1,nee,https://nl.linkedin.com/jobs/view/junior-soc-analist-at-cqure-4466689593,webcare medewerker
CRH,crh.com,geraden en bevestigd,Customer Service Representative- Leviat,ja,2026-09-05,"Ternat, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-representative-leviat-at-crh-4376801143,klantenservice medewerker
crossphase,crossphase-presenter.nl,geraden en bevestigd,AI-contentspecialist,,2026-09-14,Randstad,1,nee,https://nl.linkedin.com/jobs/view/ai-contentspecialist-at-crossphase-4455572943,content specialist webshop
CroudX,croudx.com,geraden en bevestigd,Head of Growth,,2026-08-05,Amsterdam Area,4,nee,https://nl.linkedin.com/jobs/view/head-of-growth-at-croudx-4448985895,online marketeer webshop
Culinor Food Group nv,culinor.com,geraden en bevestigd,CUSTOMER SERVICE MEDEWERKER Home Cuisine,ja,2026-08-31,"Destelbergen, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-medewerker-home-cuisine-at-culinor-food-group-nv-4459779600,klantenservice medewerker
Currentt,currentt.nl,geraden en bevestigd,Technical Support &amp; Customer Success Manager,ja,2026-07-20,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/technical-support-customer-success-manager-at-currentt-4442781365,customer happiness
CWS Hygiene Nederland,cws.com,geraden en bevestigd,Medewerker customer care | 32-40 uur,ja,2026-08-28,Den Bosch,2,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-care-32-40-uur-at-cws-hygiene-nederland-4460301689,klantenservice medewerker
CycleSoftware,cyclesoftware.nl,geraden en bevestigd,Servicemedewerker,ja,2026-07-29,Nistelrode,1,nee,https://nl.linkedin.com/jobs/view/servicemedewerker-at-cyclesoftware-4446816034,support medewerker webshop
D2-PC,d2-pc.nl,geraden en bevestigd,Servicedesk medewerker,ja,2026-07-21,Utrecht Area,1,nee,https://nl.linkedin.com/jobs/view/servicedesk-medewerker-at-d2-pc-4443524720,support medewerker webshop
DAB Pumps,dabpumps.nl,geraden en bevestigd,Product Owner E-Commerce,,2026-09-14,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/product-owner-e-commerce-at-dab-pumps-4467274563,webshop beheerder
DataSnipper,datasnipper.com,geraden en bevestigd,Strategic Customer Success Manager,ja,2026-09-16,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/strategic-customer-success-manager-at-datasnipper-4467963733,customer happiness
DB Keukens,dbkeukens.nl,geraden en bevestigd,Online marketing specialist,,2026-05-05,Nunspeet,1,nee,https://nl.linkedin.com/jobs/view/online-marketing-specialist-at-db-keukengroep-4408453635,webshop beheerder
de Bijenkorf,de-bijenkorf.nl,geraden en bevestigd,Senior Medewerker Klantenservice,ja,2026-09-21,Amsterdam,5,nee,https://nl.linkedin.com/jobs/view/senior-medewerker-klantenservice-at-de-bijenkorf-4433891476,klantenservice medewerker
De Haan IT,dehaanit.com,geraden en bevestigd,Servicedeskmedewerker / Klantenservice medewerker ICT / Application Service Engineer,ja,2026-09-14,Almere,1,nee,https://nl.linkedin.com/jobs/view/servicedeskmedewerker-klantenservice-medewerker-ict-application-service-engineer-at-de-haan-it-4467062948,webcare medewerker
De Heer Medicom,deheermedicom.nl,geraden en bevestigd,Helpdeskmedewerker,ja,2026-09-10,"Limburg, Nederland",1,nee,https://nl.linkedin.com/jobs/view/helpdeskmedewerker-at-de-heer-medicom-4464505220,webcare medewerker
De Klok Banden B.V.,deklokbanden.com,geraden en bevestigd,Meewerkend Voorman E-commerce,,2026-09-14,Oud-Beijerland,1,nee,https://nl.linkedin.com/jobs/view/meewerkend-voorman-e-commerce-at-de-klok-banden-b-v-4467059030,e-commerce medewerker
De L'Europe,deleurope.com,geraden en bevestigd,Guest Service Agent,ja,2026-09-09,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/guest-service-agent-at-de-l-europe-amsterdam-4455732694,customer service
De Monnik Dranken,monnik-dranken.nl,geraden en bevestigd,Magazijnmedewerker fulltime,,2026-05-20,Oldenzaal,1,nee,https://nl.linkedin.com/jobs/view/magazijnmedewerker-fulltime-at-de-monnik-dranken-4417098209,logistiek medewerker webshop
De Verfzaak,deverfzaak.nl,geraden en bevestigd,Meewerkend voorman￼,,2026-08-05,Blerick,2,nee,https://nl.linkedin.com/jobs/view/meewerkend-voorman%EF%BF%BC-at-de-verfzaak-4447325212,orderverwerking
De Wit B.V.,dewit.nl,geraden en bevestigd,Administratief commercieel medewerker,,2026-09-22,Helmond,1,nee,https://nl.linkedin.com/jobs/view/administratief-commercieel-medewerker-at-de-wit-b-v-4468707838,orderverwerking medewerker
Decent,decent.nl,geraden en bevestigd,Campaign Manager,,2026-09-08,Rotterdam,3,nee,https://nl.linkedin.com/jobs/view/campaign-manager-at-decent-4463289084,online marketeer webshop
DeJong Cheese - Alphenaer,dejongcheese.nl,geraden en bevestigd,Medewerker Customer Service met een focus op planning en/of inkoop (40 uur),ja,2026-07-21,Alphen,2,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-service-met-een-focus-op-planning-en-of-inkoop-40-uur-at-dejong-cheese-alphenaer-4440454450,orderverwerking medewerker
Del Monte Corporation,delmontecorporation.com,geraden en bevestigd,Back office medewerker,,2026-08-11,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/back-office-medewerker-at-del-monte-corporation-4429641720,orderverwerking medewerker
Deloox,deloox.nl,geraden en bevestigd,Customer Care Medewerker,ja,2026-06-04,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/customer-care-medewerker-at-deloox-4420161438,klantenservice medewerker
DeMarktwijzer,demarktwijzer.nl,geraden en bevestigd,Junior Accountmanager Online Marketing,,2026-09-09,Roermond,1,nee,https://nl.linkedin.com/jobs/view/junior-accountmanager-online-marketing-at-demarktwijzer-4465071039,online marketeer webshop
Den Ouden,ww16.denouden.com,geraden en bevestigd,Medewerker Customer Service,ja,2026-09-07,Schijndel,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-service-at-den-ouden-groep-4464314677,klantenservice medewerker
Dentalair,dentalair.nl,geraden en bevestigd,MEDEWERKER WEBSHOP &amp; SUPPORT,ja,2026-09-04,Dordrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-webshop-support-at-dentalair-4461970298,webcare medewerker
DentalZorg Tandheelkunde,dentalzorg.nl,geraden en bevestigd,Medewerker Online Marketing,,2025-12-01,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/medewerker-online-marketing-at-dentalzorg-tandheelkunde-4324997576,webcare medewerker
Deployteq,deployteq.com,geraden en bevestigd,ICT-servicedeskmedewerker,ja,2026-09-01,Ter Heijde,1,nee,https://nl.linkedin.com/jobs/view/ict-servicedeskmedewerker-at-deployteq-4449849329,webcare medewerker
Deponti,deponti.com,geraden en bevestigd,Customer Service Medewerker – 32-40 uur | Oss,ja,2026-07-03,Oss,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-%E2%80%93-32-40-uur-oss-at-deponti-4433144047,klantenservice medewerker
deSter,dester.com,geraden en bevestigd,Customer Service Representative,ja,2026-08-24,"Hoogstraten, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-representative-at-dester-4455885281,klantenservice medewerker
Detailrs,detailrs.nl,geraden en bevestigd,E-commerce &amp; UX Lead,,2026-08-31,Oss,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-ux-lead-at-detailrs-4434440735,online marketeer webshop
DETEC Beveiliging,detec.nl,geraden en bevestigd,Klantenservice medewerker,ja,2025-12-12,Purmerend,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-detec-beveiliging-4330525254,klantenservice medewerker
DeWarmte,dewarmte.nl,geraden en bevestigd,Customer Experience Manager,ja,2026-09-09,'s-Gravenhage,1,nee,https://nl.linkedin.com/jobs/view/customer-experience-manager-at-dewarmte-4465075329,customer happiness
DFDS,dfds.com,geraden en bevestigd,Logistiek Medewerker,,2026-09-20,Europoort,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-dfds-4441622146,logistiek medewerker webshop
DHL eCommerce Nederland,dhlecommerce.nl,geraden en bevestigd,Sales Support Medewerker,ja,2026-08-12,Utrecht,4,nee,https://nl.linkedin.com/jobs/view/sales-support-medewerker-at-dhl-ecommerce-nederland-4453344942,e-commerce medewerker
DigiSwift,digiswift.nl,geraden en bevestigd,WEBSITEBOUWER,,2026-08-05,Arnhem,1,nee,https://nl.linkedin.com/jobs/view/websitebouwer-at-digiswift-4448945847,content specialist webshop
Digital Newsgroup (DNG),digitalnewsgroup.com,geraden en bevestigd,Linkbuildingspecialist,,2026-08-26,Tilburg,1,nee,https://nl.linkedin.com/jobs/view/linkbuildingspecialist-at-digital-newsgroup-bv-4459177785,webcare medewerker
DNA Services B.V.,dnaservices.nl,geraden en bevestigd,ServiceDesk medewerker,ja,2026-08-21,Hendrik-Ido-Ambacht,1,nee,https://nl.linkedin.com/jobs/view/servicedesk-medewerker-at-dna-services-b-v-4456744810,webcare medewerker
DocMorris,docmorris.de,geraden en bevestigd,Logistics Employee (M/F/D),,2026-09-03,Heerlen,1,nee,https://nl.linkedin.com/jobs/view/logistics-employee-m-f-d-at-docmorris-4300875347,logistiek medewerker webshop
DogSuppy,dogsuppy.com,geraden en bevestigd,Growth Associate,,2026-08-21,Amsterdam,1,ja,https://nl.linkedin.com/jobs/view/growth-associate-at-dogsuppy-4457343940,e-commerce medewerker
DRIIVN,driivn.nl,geraden en bevestigd,Online Marketeer (FT),,2025-08-28,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/online-marketeer-ft-at-driivn-4302306511,online marketeer webshop
DroneShield,droneshield.com,geraden en bevestigd,Customer Success Manager - EMEA,ja,2026-09-14,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-emea-at-droneshield-4465784581,customer happiness
Drukwerkdeal,drukwerkdeal.nl,geraden en bevestigd,Customer Care Specialist/ Klantenservice medewerker,ja,2026-09-05,Deventer,2,nee,https://nl.linkedin.com/jobs/view/customer-care-specialist-klantenservice-medewerker-at-drukwerkdeal-4435854127,support medewerker webshop
